jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT3,道具,どうぐ,tool
JLPT2,括弧,かっこ,"parentheses, brackets"
JLPT2,マーケット,マーケット,market
JLPT2,オーケストラ,オーケストラ,"orchestra, orchestral music"
JLPT1,指揮,しき,"command, initiative"
JLPT2,輝く,かがやく,"shine brilliantly, glitter"
JLPT0,抑える,おさえる,"suppress, bring under control"
JLPT0,欲求,よっきゅう,"want, desire"
JLPT2,信仰,しんこう,"faith, religious belief"
JLPT1,定年,ていねん,mandatory retirement age
JLPT2,出迎え,でむかえ,"meeting, receiving"
JLPT0,保育園,ほいくえん,"day-care center, nursery school"
JLPT2,迎え,むかえ,"greeting, meeting"
JLPT1,遂げる,とげる,"accomplish, achieve"
JLPT0,目覚ましい,めざましい,"striking, marvelous"
JLPT2,巡る,めぐる,"go round, circulate"
JLPT2,偶然,ぐうぜん,"chance, accident"
JLPT2,偶数,ぐうすう,even number
JLPT3,隅,すみ,"nook, corner"
JLPT2,城,しろ,"castle, fort"
JLPT1,栽培,さいばい,"cultivation, raising"
JLPT1,警戒,けいかい,"vigilance, precaution"
JLPT0,挙げる,あげる,"cite, give (an example)"
JLPT2,幾ら,いくら,no matter how much
JLPT2,伺う,うかがう,politely ask
JLPT2,俳句,はいく,haiku
JLPT2,俳優,はいゆう,"actor, actress"
JLPT2,動作,どうさ,"movements, actions"
JLPT1,敏感,びんかん,sensitive
JLPT1,後悔,こうかい,regret
JLPT2,悔しい,くやしい,"vexing, frustrating"
JLPT0,今更,いまさら,"now, too late"
JLPT2,倣う,ならう,"copy, follow an example"
JLPT1,俺,おれ,"I, me"
JLPT0,ロック,ロック,rock (music)
JLPT1,反感,はんかん,"ill feeling, antipathy"
JLPT2,振り向く,ふりむく,"turn around, look back"
JLPT2,性格,せいかく,"character, personality"
JLPT1,一部分,いちぶぶん,"part, portion"
JLPT2,肯定,こうてい,affirmation
JLPT2,空っぽ,からっぽ,empty
JLPT2,オルガン,オルガン,"organ, pipe organ"
JLPT4,辛い,からい,"strict, severe"
JLPT0,書き取り,かきとり,dictation
JLPT1,本気,ほんき,"seriousness, earnestness"
JLPT0,つかむ,つかむ,"grip, grab"
JLPT2,相撲,すもう,sumo wrestling
JLPT0,入門,にゅうもん,initiation
JLPT2,不平,ふへい,"discontent, dissatisfaction"
JLPT2,寮,りょう,"dormitory, lodging house"
JLPT0,偏る,かたよる,"be one-sided, deviate"
JLPT1,偏見,へんけん,"prejudice, biased view"
JLPT0,一遍に,いっぺんに,all at once
JLPT0,何遍,なんべん,how many times
JLPT2,程,ほど,"extent, limit"
JLPT2,掘る,ほる,"dig, unearth"
JLPT2,宗教,しゅうきょう,religion
JLPT2,宣伝,せんでん,"publicity, advertisement"
JLPT1,審議,しんぎ,"deliberation, consideration"
JLPT2,憲法,けんぽう,"constitution, constitutional law"
JLPT2,扱う,あつかう,"handle, deal with"
JLPT3,展覧会,てんらんかい,exhibition
JLPT1,資産,しさん,"property, assets"
JLPT1,非難,ひなん,"criticism, blame"
JLPT2,総理大臣,そうりだいじん,prime minister
JLPT2,大臣,だいじん,minister
JLPT2,休業,きゅうぎょう,"suspension of business, closure"
JLPT1,臨む,のぞむ,be present at
JLPT2,臨時,りんじ,"temporary, provisional"
JLPT2,改造,かいぞう,"remodeling, reorganization"
JLPT1,内閣,ないかく,cabinet
JLPT0,闘う,たたかう,fight
JLPT0,派閥,はばつ,"clique, faction"
JLPT1,分裂,ぶんれつ,"division, split"
JLPT1,衰える,おとろえる,"weaken, decline"
JLPT1,振り返る,ふりかえる,"turn one's head, turn round"
JLPT2,懐かしい,なつかしい,"longed-for, old"
JLPT1,惜しむ,おしむ,"grudge, regret"
JLPT2,惜しい,おしい,"almost, close"
JLPT2,火山,かざん,volcano
JLPT2,噴火,ふんか,"eruption, volcanic activity"
JLPT2,噴水,ふんすい,"jet, fountain"
JLPT2,恨み,うらみ,"grudge, hatred"
JLPT2,恨む,うらむ,"hold a grudge, feel resentment"
JLPT0,不愉快,ふゆかい,"unpleasant, disagreeable"
JLPT2,愉快,ゆかい,"pleasant, delightful"
JLPT2,覚悟,かくご,"readiness, resolution"
JLPT2,追う,おう,"chase, pursue"
JLPT2,親指,おやゆび,thumb
JLPT2,怪しい,あやしい,"suspicious, dubious"
JLPT0,怪しむ,あやしむ,suspect
JLPT2,軍,ぐん,"army, troops"
JLPT2,鋭い,するどい,"pointed, acute"
JLPT2,防ぐ,ふせぐ,"prevent, defend"
JLPT1,復活,ふっかつ,"revival, rebirth"
JLPT2,付近,ふきん,"neighborhood, environs"
JLPT0,手当て,てあて,"allowance, medical care"
JLPT0,人差し指,ひとさしゆび,index finger
JLPT2,限界,げんかい,"boundary, limit"
JLPT2,自慢,じまん,showing off
JLPT2,感心,かんしん,admiration
JLPT2,少々,しょうしょう,"a little, a few"
JLPT2,下品,げひん,"vulgar, low"
JLPT3,漫画,まんが,"manga, comics"
JLPT2,囲む,かこむ,"enclose, encircle"
JLPT2,食卓,しょくたく,dining table
JLPT2,元,もと,"origin, source"
JLPT0,電卓,でんたく,pocket calculator
JLPT2,歓迎,かんげい,welcome
JLPT2,医師,いし,"doctor, physician"
JLPT2,勧める,すすめる,"suggest, recommend"
JLPT1,焦る,あせる,"feel pressured, feel hurried"
JLPT2,焦げる,こげる,"scorch, burn"
JLPT1,英雄,えいゆう,hero
JLPT1,山脈,さんみゃく,mountain range
JLPT0,雄大,ゆうだい,"grand, magnificent"
JLPT0,正に,まさに,"just, surely"
JLPT1,獲得,かくとく,acquisition
JLPT2,収穫,しゅうかく,"harvest, harvesting"
JLPT2,幼稚,ようち,"childish, infantile"
JLPT2,稲,いね,rice plant
JLPT2,稼ぐ,かせぐ,"earn, make money"
JLPT0,学費,がくひ,"school expenses, tuition"
JLPT1,名称,めいしょう,name
JLPT1,秩序,ちつじょ,"order, method"
JLPT0,原稿用紙,げんこうようし,"manuscript paper, writing pad"
JLPT2,性質,せいしつ,"nature, property"
JLPT2,穏やか,おだやか,"calm, mild"
JLPT2,波,なみ,"wave, fluctuations"
JLPT2,隠す,かくす,"hide, conceal"
JLPT1,驚き,おどろき,"surprise, amazement"
JLPT0,お陰,おかげ,"help, thanks to"
JLPT2,陰,かげ,"shade, behind the scenes"
JLPT0,物陰,ものかげ,place behind something
JLPT2,魅力,みりょく,"charm, attraction"
JLPT2,塊,かたまり,"lump, ingot"
JLPT2,醜い,みにくい,"ugly, bad-looking"
JLPT1,卑しい,いやしい,"mean, greedy"
JLPT2,砕く,くだく,"crush, smash"
JLPT2,砕ける,くだける,"be crushed, break down"
JLPT2,基礎,きそ,"basis, foundation"
JLPT2,貝,かい,"shellfish, shell"
JLPT0,ぬるぬる,ぬるぬる,slimy
JLPT1,浜辺,はまべ,"beach, seashore"
JLPT2,賢い,かしこい,"wise, smart"
JLPT2,王様,おうさま,king
JLPT0,悪賢い,わるがしこい,"cunning, sly"
JLPT0,頻りに,しきりに,"frequently, repeatedly"
JLPT2,心理,しんり,"mental state, psychology"
JLPT1,決勝,けっしょう,"final, final game"
JLPT1,頑固,がんこ,"stubborn, obstinate"
JLPT0,ぴょんぴょん,ぴょんぴょん,"jump, hop"
JLPT2,あきれる,あきれる,be stunned in disappointment or disbelief
JLPT0,せいぜい,せいぜい,at most
JLPT2,祝い,いわい,"celebration, congratulation"
JLPT2,頂く,いただく,"receive, eat"
JLPT1,到達,とうたつ,"arrival, attainment"
JLPT2,頂上,ちょうじょう,"summit, climax"
JLPT2,見下ろす,みおろす,"look down, overlook"
JLPT0,マヨネーズ,マヨネーズ,mayonnaise
JLPT1,勢力,せいりょく,"influence, power"
JLPT2,学問,がくもん,"learning, scholarship"
JLPT1,青春,せいしゅん,youth
JLPT3,赤ん坊,あかんぼう,baby
JLPT0,秋分,しゅうぶん,autumnal equinox
JLPT0,春分,しゅんぶん,vernal equinox
JLPT0,不機嫌,ふきげん,"bad mood, displeasure"
JLPT2,近頃,ちかごろ,"recently, nowadays"
JLPT2,矛盾,むじゅん,contradiction
JLPT2,倉庫,そうこ,"warehouse, storehouse"
JLPT1,創立,そうりつ,"establishment, organization"
JLPT0,一斉に,いっせいに,"all together, all at once"
JLPT2,強力,きょうりょく,powerful
JLPT2,液体,えきたい,"liquid, fluid"
JLPT2,真剣,しんけん,"serious, sincere"
JLPT1,演じる,えんじる,"perform, play"
JLPT0,刑務所,けいむしょ,prison
JLPT2,刑事,けいじ,detective
JLPT0,罰金,ばっきん,"fine, penalty"
JLPT2,罰する,ばっする,punish
JLPT1,罰,ばつ,"punishment, penalty"
JLPT0,一般に,いっぱんに,"generally, in general"
JLPT2,老人,ろうじん,"old person, elderly"
JLPT2,楽しみ,たのしみ,"pleasure, something looked forward to"
JLPT0,物知り,ものしり,"knowledgeable person, know-it-all"
JLPT2,豆,まめ,"bean, peas"
JLPT2,煮る,にる,"boil, cook"
JLPT2,煮える,にえる,"boil, be boiled"
JLPT2,蒸し暑い,むしあつい,humid
JLPT1,強烈,きょうれつ,"intense, severe"
JLPT2,黙る,だまる,"become silent, shut one's mouth"
JLPT1,獣,けもの,"beast, brute"
JLPT2,税金,ぜいきん,tax
JLPT2,無駄,むだ,"no good, pointless"
JLPT1,無駄遣い,むだづかい,wasting money
JLPT2,応援,おうえん,"support, cheering"
JLPT1,駆ける,かける,"gallop, run quickly"
JLPT1,駆け足,かけあし,"gallop, run"
JLPT2,気体,きたい,"gas, vapor"
JLPT1,沸騰,ふっとう,boiling
JLPT2,丘,おか,"hill, slope"
JLPT1,見渡す,みわたす,look out over
JLPT2,民間,みんかん,"citizens, civilians"
JLPT0,返却,へんきゃく,return
JLPT2,官庁,かんちょう,government office
JLPT2,県庁,けんちょう,prefectural office
JLPT0,庁,ちょう,"public office, agency"
JLPT0,都庁,とちょう,Tokyo Metropolitan City Hall
JLPT0,府庁,ふちょう,urban prefectural office
JLPT2,栄養,えいよう,"nutrition, nourishment"
JLPT2,洗剤,せんざい,"detergent, cleanser"
JLPT2,ペンキ,ペンキ,paint
JLPT0,つるつる,つるつる,"smooth, slippery"
JLPT2,生じる,しょうじる,"happen, cause"
JLPT2,擦る,こする,"rub, strike"
JLPT2,摩擦,まさつ,"friction, rubbing"
JLPT2,汗,あせ,sweat
JLPT2,額,ひたい,"forehead, brow"
JLPT1,びっしょり,びっしょり,soaked
JLPT0,てのひら,てのひら,palm
JLPT1,軸,じく,axis
JLPT2,後輩,こうはい,one's junior
JLPT3,先輩,せんぱい,"senior, superior"
JLPT2,製作,せいさく,"manufacture, production"
JLPT2,香り,かおり,"perfume, fragrance"
JLPT2,香水,こうすい,perfume
JLPT0,あえて,あえて,boldly
JLPT2,冒険,ぼうけん,"adventure, risk"
JLPT1,合唱,がっしょう,chorus
JLPT0,かえる,かえる,frog
JLPT1,結晶,けっしょう,crystallization
JLPT1,人格,じんかく,"character, personality"
JLPT2,敬う,うやまう,"respect, honor"
JLPT2,座敷,ざしき,"drawing room, Japanese-style room"
JLPT0,敷金,しききん,"deposit, key money"
JLPT0,取り敢えず,とりあえず,"for now, first of all"
JLPT2,消防,しょうぼう,"fire fighting, fire prevention"
JLPT2,勇気,ゆうき,"courage, nerve"
JLPT1,勇敢,ゆうかん,"brave, heroic"
JLPT2,劣る,おとる,"be inferior to, be worse than"
JLPT1,励ます,はげます,"encourage, urge"
JLPT0,わく,わく,well up
JLPT2,実は,じつは,actually
JLPT2,勘定,かんじょう,"check, tab"
JLPT2,勘,かん,"sense, intuition"
JLPT2,勘違い,かんちがい,misunderstanding
JLPT0,ごろごろ,ごろごろ,rumble
JLPT2,霧,きり,"fog, mist"
JLPT0,開ける,ひらける,"widen, develop"
JLPT2,霜,しも,frost
JLPT1,露,つゆ,"dew, dewdrop"
JLPT0,零下,れいか,"below zero, sub-zero"
JLPT2,雰囲気,ふんいき,"atmosphere, mood"
JLPT1,和らげる,やわらげる,"soften, relieve"
JLPT2,盆地,ぼんち,"valley, basin"
JLPT2,盆,ぼん,Bon Festival
JLPT2,盆,ぼん,tray
JLPT2,解散,かいさん,"breakup, dissolution"
JLPT2,公衆,こうしゅう,the public
JLPT1,衆議院,しゅうぎいん,"House of Representatives, Lower House"
JLPT1,観衆,かんしゅう,audience
JLPT1,群衆,ぐんしゅう,"the masses, multitude"
JLPT1,大衆,たいしゅう,"the masses, the populace"
JLPT2,どっと,どっと,burst (out laughing)
JLPT0,暑中見舞い,しょちゅうみまい,summer greeting
JLPT0,お仕舞い,おしまい,"finished, over"
JLPT2,舞台,ぶたい,"stage, setting"
JLPT2,見舞う,みまう,visit someone
JLPT2,見舞い,みまい,personal visit
JLPT0,ひらりと,ひらりと,"lightly, delicately"
JLPT1,軽快,けいかい,"light, cheerful"
JLPT1,リード,リード,"the lead, take a lead"
JLPT0,盆踊り,ぼんおどり,Bon Festival dance
JLPT2,海洋,かいよう,"ocean, sea"
JLPT2,ブレーキ,ブレーキ,brake
JLPT2,跳ねる,はねる,"leap, hop, bound"
JLPT2,金銭,きんせん,"money, cash"
JLPT0,銭湯,せんとう,"public bath, bathhouse"
JLPT2,古里,ふるさと,"hometown, birthplace"
JLPT2,児童,じどう,"child, juvenile"
JLPT2,図書,としょ,books
JLPT2,埋める,うめる,"bury, fill up"
JLPT1,埋める,うずめる,"bury, fill in"
JLPT2,墨,すみ,black ink
JLPT3,講堂,こうどう,"lecture hall, auditorium"
JLPT0,セルフサービス,セルフサービス,self-service
JLPT1,決意,けつい,"resolution, determination"
JLPT2,奨学金,しょうがくきん,"scholarship, fellowship"
JLPT2,狂う,くるう,"become insane, get out of order"
JLPT2,瞬間,しゅんかん,"instant, moment"
JLPT2,障子,しょうじ,paper sliding-door
JLPT2,転がる,ころがる,"roll over, tumble"
JLPT0,くるくる,くるくる,"round and round, spin"
JLPT1,雄,おす,male
JLPT0,可愛がる,かわいがる,"love, cherish"
JLPT2,眺める,ながめる,"look out, gaze"
JLPT2,線路,せんろ,"line, track"
JLPT2,横切る,よこぎる,"cross, go across"
JLPT2,塀,へい,"fence, wall"
JLPT1,名付ける,なづける,"name, give a name to"
JLPT0,百科事典,ひゃっかじてん,encyclopedia
JLPT0,飛び下りる,とびおりる,"jump off, jump down"
JLPT1,雌,めす,female
JLPT2,猿,さる,"monkey, ape"
JLPT1,ジャンプ,ジャンプ,jump
JLPT0,ぶら下がる,ぶらさがる,"hang down, dangle"
JLPT2,狙う,ねらう,"aim, be after"
JLPT1,地獄,じごく,"hell, inferno"
JLPT2,章,しょう,chapter
JLPT2,目次,もくじ,table of contents
JLPT2,彫る,ほる,"engrave, carve"
JLPT2,車輪,しゃりん,wheel
JLPT1,頑丈,がんじょう,"solid, strong"
JLPT0,生まれつき,うまれつき,"born, by nature"
JLPT2,服装,ふくそう,"clothes, garments"
JLPT2,中央,ちゅうおう,center
JLPT2,双子,ふたご,twins
JLPT1,恐れ,おそれ,"fear, risk"
JLPT2,役人,やくにん,government official
JLPT2,牧場,ぼくじょう,"stock farm, pasture"
JLPT3,寄る,よる,"stop by, stop off"
JLPT2,年中,ねんじゅう,all year
JLPT3,祈る,いのる,"pray, wish for"
JLPT2,裸,はだか,"naked body, bareness"
JLPT1,襟,えり,"collar, lapel"
JLPT2,心臓,しんぞう,heart
JLPT0,戦場,せんじょう,"battlefield, front"
JLPT0,戦死,せんし,death in war
JLPT2,先祖,せんぞ,"forefather, ancestor"
JLPT2,親戚,しんせき,a relative
JLPT0,市外,しがい,"city outskirts, suburbs"
JLPT2,白髪,しらが,"white hair, gray hair"
JLPT2,仮名遣い,かなづかい,"kana orthography, use of kana"
JLPT0,がん,がん,cancer
JLPT2,抱く,だく,"hug, embrace"
JLPT2,墓,はか,"grave, gravestone"
JLPT0,大正,たいしょう,Taisho era
JLPT0,明治,めいじ,Meiji era
JLPT2,祖先,そせん,"ancestor, forefather"
JLPT0,粗筋,あらすじ,"outline, plot"
JLPT2,酢,す,vinegar
JLPT1,報酬,ほうしゅう,"remuneration, reward"
JLPT3,郊外,こうがい,"suburbs, outskirts"
JLPT1,近郊,きんこう,"suburbs, outskirts"
JLPT0,学園,がくえん,"educational institution, school"
JLPT0,初期,しょき,"early days, initial"
JLPT2,邪魔,じゃま,"hindrance, obstruction"
JLPT2,くしゃみ,くしゃみ,sneeze
JLPT1,無邪気,むじゃき,"innocence, simplicity"
JLPT0,つかまる,つかまる,"grip, grab"
JLPT1,だるい,だるい,"be dull, feel dull, weary"
JLPT1,大概,たいがい,"generally, probably"
JLPT2,手洗い,てあらい,"toilet, washstand"
JLPT2,刻む,きざむ,cut fine
JLPT2,模様,もよう,"pattern, design"
JLPT2,フライパン,フライパン,frying pan
JLPT0,玉ねぎ,たまねぎ,onion
JLPT2,玉,たま,"bead, ball"
JLPT2,銅,どう,copper
JLPT1,象徴,しょうちょう,"symbol, symbolize"
JLPT2,天皇,てんのう,emperor
JLPT2,浮かべる,うかべる,set afloat
JLPT1,班,はん,"squad, group"
JLPT3,召し上がる,めしあがる,"eat, drink"
JLPT2,学ぶ,まなぶ,"learn, study"
JLPT2,哲学,てつがく,philosophy
JLPT2,改善,かいぜん,"improvement, amelioration"
JLPT1,親善,しんぜん,"goodwill, friendly relations"
JLPT1,待遇,たいぐう,"treatment, pay"
JLPT2,綱,つな,"rope, line"
JLPT2,方面,ほうめん,direction
JLPT2,縄,なわ,"rope, cord"
JLPT2,縛る,しばる,"bind, restrict"
JLPT2,縫う,ぬう,"sew, stitch"
JLPT2,焦点,しょうてん,"focus, focal point"
JLPT2,絞る,しぼる,"wring out, squeeze"
JLPT2,紺,こん,"dark blue, navy blue"
JLPT0,朝顔,あさがお,morning glory
JLPT2,紅葉,こうよう,"autumn leaves, crimson foliage"
JLPT2,あちらこちら,あちらこちら,"all over, here and there"
JLPT0,クッキー,クッキー,"cookie, biscuit"
JLPT2,口紅,くちべに,"lipstick, rouge"
JLPT2,虹,にじ,rainbow
JLPT2,梅,うめ,plum blossom
JLPT0,梅干,うめぼし,pickled plum
JLPT0,じめじめ,じめじめ,"feel damp, clammy"
JLPT0,梅雨明け,つゆあけ,end of the rainy season
JLPT0,梅雨入り,つゆいり,start of the rainy season
JLPT2,解説,かいせつ,"explanation, commentary"
JLPT0,読者,どくしゃ,"reader, subscriber"
JLPT2,欄,らん,"column, field"
JLPT0,栓抜き,せんぬき,"bottle opener, corkscrew"
JLPT2,巣,す,"nest, den"
JLPT0,囲碁,いご,"game of ""go"""
JLPT1,嘘つき,うそつき,liar
JLPT2,考慮,こうりょ,"consideration, deliberation"
JLPT2,癖,くせ,"habit, mannerism"
JLPT1,下痢,げり,diarrhea
JLPT2,越す,こす,"go over, surmount"
JLPT2,峠,とうげ,"mountain pass, ridge"
JLPT2,崩れる,くずれる,"crumble, collapse"
JLPT1,崖,がけ,cliff
JLPT1,ロープ,ロープ,rope
JLPT2,幸い,さいわい,"happiness, good fortune"
JLPT2,嵐,あらし,storm
JLPT2,たとえ,たとえ,"even if, granting that"
JLPT1,海峡,かいきょう,"straits, channel"
JLPT2,噂,うわさ,"gossip, rumor"
JLPT1,広まる,ひろまる,"spread, be in general circulation"
JLPT2,広める,ひろめる,"spread, extend"
JLPT2,わがまま,わがまま,"selfishness, willfulness"
JLPT3,田舎,いなか,"country, countryside"
JLPT2,校舎,こうしゃ,school building
JLPT0,歌声,うたごえ,singing voice
JLPT1,のどか,のどか,"tranquil, peaceful"
JLPT0,小雨,こさめ,drizzle
JLPT2,差す,さす,open (an umbrella)
JLPT1,柄,え,"handle, grip"
JLPT3,お嬢さん,おじょうさん,"young lady, someone's daughter"
JLPT0,婆さん,ばあさん,"grandmother, old lady"
JLPT2,娯楽,ごらく,"amusement, pastime"
JLPT0,裏門,うらもん,back gate
JLPT1,生涯,しょうがい,"for life, lifetime"
JLPT2,地,ち,"ground, place"
JLPT0,白菜,はくさい,nappa cabbage
JLPT0,漬け物,つけもの,"pickle, pickled vegetable"
JLPT2,潰す,つぶす,"crush, smash"
JLPT2,潰れる,つぶれる,crush
JLPT3,汽車,きしゃ,train
JLPT2,拡張,かくちょう,"expansion, extension"
JLPT2,印刷,いんさつ,printing
JLPT1,年賀,ねんが,New Year's card
JLPT1,賭ける,かける,"bet, stake"
